268435456,262144,1024,1,11573492784 
268435456,262144,1024,1,11440091740 

268435456,262144,1024,2,27323992996 
268435456,262144,1024,2,27829216148 
268435456,262144,1024,2,28520803600 
268435456,262144,1024,2,31474468712 

268435456,262144,1024,3,44803409076 
268435456,262144,1024,3,46506351468 
268435456,262144,1024,3,45841328740 
268435456,262144,1024,3,48581809340 
268435456,262144,1024,3,44032248764 
268435456,262144,1024,3,42914721136 


268435456,262144,1024,4,62523197104 
268435456,262144,1024,4,68003763508 
268435456,262144,1024,4,58530321464 
268435456,262144,1024,4,65472195300 
268435456,262144,1024,4,61325992676 
268435456,262144,1024,4,64624970696 
268435456,262144,1024,4,60048714480 
268435456,262144,1024,4,73910382156 

268435456,262144,1024,5,75666396948 
268435456,262144,1024,5,74788329840 
268435456,262144,1024,5,74837761880 
268435456,262144,1024,5,82121411324 
268435456,262144,1024,5,74731394432 
268435456,262144,1024,5,76034985804 
268435456,262144,1024,5,73963580396 
268435456,262144,1024,5,81942487924 
268435456,262144,1024,5,73640614144 
268435456,262144,1024,5,73914094180 

268435456,262144,1024,6,86308599652 
268435456,262144,1024,6,81918763068 
268435456,262144,1024,6,78912207900 
268435456,262144,1024,6,83701212120 
268435456,262144,1024,6,86065673856 
268435456,262144,1024,6,90512347576 
268435456,262144,1024,6,84339764008 
268435456,262144,1024,6,81842585220 
268435456,262144,1024,6,89368552532 
268435456,262144,1024,6,83594867388 
268435456,262144,1024,6,80881197108 
268435456,262144,1024,6,87958325592 

268435456,262144,1024,7,89469182360 
268435456,262144,1024,7,93917829000 
268435456,262144,1024,7,90549981676 
268435456,262144,1024,7,89508714096 
268435456,262144,1024,7,94609560056 
268435456,262144,1024,7,94263811664 
268435456,262144,1024,7,93017030532 
268435456,262144,1024,7,102671048500 
268435456,262144,1024,7,99843420404 
268435456,262144,1024,7,101211604064 
268435456,262144,1024,7,84127155364 
268435456,262144,1024,7,92431668072 
268435456,262144,1024,7,92161846916 
268435456,262144,1024,7,99026107256 

268435456,262144,1024,8,112933364324 
268435456,262144,1024,8,137417961048 
268435456,262144,1024,8,97296841704 
268435456,262144,1024,8,112693958172 
268435456,262144,1024,8,102884067640 
268435456,262144,1024,8,100964572792 
268435456,262144,1024,8,97057316772 
268435456,262144,1024,8,12611152304 
268435456,262144,1024,8,107669282004 
268435456,262144,1024,8,112294933932 
268435456,262144,1024,8,95248179356 
268435456,262144,1024,8,99505013956 
268435456,262144,1024,8,110759383084 
268435456,262144,1024,8,123024459864 
268435456,262144,1024,8,111291213812 
268435456,262144,1024,8,107456470816 


268435456,262144,1024,10,94263466440 

268435456,262144,1024,10,114403966236 

268435456,262144,1024,10,82823042984 

268435456,262144,1024,10,88436796440 

268435456,262144,1024,10,93731391856 

268435456,262144,1024,10,124726922804 

268435456,262144,1024,10,91602997316 

268435456,262144,1024,10,144175585352 

268435456,262144,1024,10,27563410092 

268435456,262144,1024,10,26233167712 

